"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"143","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","475","Local variable 'a2s' could be declared final","Code Style","LocalVariableCouldBeFinal"
"144","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","481","Local variable 'mntmByListOf' could be declared final","Code Style","LocalVariableCouldBeFinal"
"145","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","483","Avoid variables with short names like e","Code Style","ShortVariable"
"146","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","483","Parameter 'e' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"147","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","483","Public method and constructor comments are required","Documentation","CommentRequired"
"148","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","484","Local variable 'a2m' could be declared final","Code Style","LocalVariableCouldBeFinal"
"149","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","492","Public method and constructor comments are required","Documentation","CommentRequired"
"150","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","493","Local variable 'dataSheetStr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"151","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","1","498","The instance method name 'ShowTimeFilterObjects' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"152","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","1","507","The instance method name 'ShowIDFilterObjects' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"153","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","1","516","The instance method name 'ShowLocationFilterObjects' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"154","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","525","Header comments are required","Documentation","CommentRequired"
"155","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","525","To avoid mistakes add a comment at the beginning of the MyComboBoxRenderer nested class if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"156","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","527","Field comments are required","Documentation","CommentRequired"
"157","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","1","527","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), '_title' is not final.","Code Style","VariableNamingConventions"
"158","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","529","It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"159","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","529","Parameter 'title' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"160","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","529","Public method and constructor comments are required","Documentation","CommentRequired"
"161","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","535","Parameter 'list' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"162","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","535","Parameter 'value' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"163","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","536","Parameter 'hasFocus' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"164","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","536","Parameter 'index' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"165","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","536","Parameter 'isSelected' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"166","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","538","This statement should have braces","Code Style","ControlStatementBraces"
"167","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/gisGui.java","3","539","This statement should have braces","Code Style","ControlStatementBraces"
"1","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","1","Package name contains upper case characters","Code Style","PackageCase"
"2","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","17","Comment is too large: Line too long","Documentation","CommentSize"
"3","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","4","20","Avoid short class names like read","Code Style","ShortClassName"
"4","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","1","20","The utility class name 'read' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper)'","Code Style","ClassNamingConventions"
"5","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","23","Comment is too large: Line too long","Documentation","CommentSize"
"6","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","26","Parameter 'listOfFiles' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"7","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","28","Local variable 'singleScanList' could be declared final","Code Style","LocalVariableCouldBeFinal"
"8","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","41","Avoid variables with short names like f","Code Style","ShortVariable"
"9","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","41","Parameter 'f' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"10","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","41","Parameter 'singleScanList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"11","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","43","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"12","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","44","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"13","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","45","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"14","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","46","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"15","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","47","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"16","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","48","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"17","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","49","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"18","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","50","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"19","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","51","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"20","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","52","Avoid using final local variables, turn them into fields","Code Style","AvoidFinalLocalVariable"
"21","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","62","Avoid variables with short names like fr","Code Style","ShortVariable"
"22","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","62","Local variable 'fr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"23","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","63","Avoid variables with short names like br","Code Style","ShortVariable"
"24","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","63","Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"25","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","68","Avoid variables with short names like id","Code Style","ShortVariable"
"26","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","76","This statement should have braces","Code Style","ControlStatementBraces"
"27","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","80","Avoid variables with short names like ws","Code Style","ShortVariable"
"28","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","80","Local variable 'ws' could be declared final","Code Style","LocalVariableCouldBeFinal"
"29","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","83","This statement should have braces","Code Style","ControlStatementBraces"
"30","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","87","This statement should have braces","Code Style","ControlStatementBraces"
"31","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","111","Avoid variables with short names like f","Code Style","ShortVariable"
"32","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","111","Parameter 'f' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"33","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","116","A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"34","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","120","Avoid variables with short names like fr","Code Style","ShortVariable"
"35","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","120","Local variable 'fr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"36","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","121","Avoid variables with short names like br","Code Style","ShortVariable"
"37","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","121","Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"38","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","129","A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"39","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","144","Parameter 'listOfFiles' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"40","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","144","Public method and constructor comments are required","Documentation","CommentRequired"
"41","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","146","Local variable 'singleScanList' could be declared final","Code Style","LocalVariableCouldBeFinal"
"42","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","155","Comment is too large: Line too long","Documentation","CommentSize"
"43","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","156","Comment is too large: Line too long","Documentation","CommentSize"
"44","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","161","Avoid variables with short names like f","Code Style","ShortVariable"
"45","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","161","Parameter 'f' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"46","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","161","Parameter 'singleScanList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"47","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","167","Avoid variables with short names like fr","Code Style","ShortVariable"
"48","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","167","Local variable 'fr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"49","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","168","Avoid variables with short names like br","Code Style","ShortVariable"
"50","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","168","Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"51","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","172","This statement should have braces","Code Style","ControlStatementBraces"
"52","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","176","Local variable 'coor' could be declared final","Code Style","LocalVariableCouldBeFinal"
"53","main.java.Libraries","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/Libraries/read.java","3","177","Local variable 'singleScan' could be declared final","Code Style","LocalVariableCouldBeFinal"
